Date,AAPL
07/05/2019,50.715
08/05/2019,50.724998
09/05/2019,50.18
10/05/2019,49.294998
13/05/2019,46.43
14/05/2019,47.165001
15/05/2019,47.73
16/05/2019,47.52
17/05/2019,47.25
20/05/2019,45.772499
21/05/2019,46.650002
22/05/2019,45.695
23/05/2019,44.915001
24/05/2019,44.7425
28/05/2019,44.557499
29/05/2019,44.345001
30/05/2019,44.575001
31/05/2019,43.767502
03/06/2019,43.325001
04/06/2019,44.91
05/06/2019,45.634998
06/06/2019,46.305
07/06/2019,47.537498
10/06/2019,48.145
11/06/2019,48.702499
12/06/2019,48.547501
13/06/2019,48.537498
14/06/2019,48.185001
17/06/2019,48.4725
18/06/2019,49.612499
19/06/2019,49.467499
20/06/2019,49.865002
21/06/2019,49.695
24/06/2019,49.645
25/06/2019,48.892502
26/06/2019,49.950001
27/06/2019,49.935001
28/06/2019,49.48
01/07/2019,50.387501
02/07/2019,50.682499
03/07/2019,51.102501
05/07/2019,51.057499
08/07/2019,50.005001
09/07/2019,50.310001
10/07/2019,50.807499
11/07/2019,50.4375
12/07/2019,50.825001
15/07/2019,51.302502
16/07/2019,51.125
17/07/2019,50.837502
18/07/2019,51.415001
19/07/2019,50.647499
22/07/2019,51.805
23/07/2019,52.209999
24/07/2019,52.1675
25/07/2019,51.755001
26/07/2019,51.935001
29/07/2019,52.419998
30/07/2019,52.195
31/07/2019,53.259998
01/08/2019,52.107498
02/08/2019,51.005001
05/08/2019,48.334999
06/08/2019,49.25
07/08/2019,49.759998
08/08/2019,50.857498
09/08/2019,50.247501
12/08/2019,50.119999
13/08/2019,52.2425
14/08/2019,50.6875
15/08/2019,50.435001
16/08/2019,51.625
19/08/2019,52.587502
20/08/2019,52.59
21/08/2019,53.16
22/08/2019,53.115002
23/08/2019,50.66
26/08/2019,51.622501
27/08/2019,51.040001
28/08/2019,51.3825
29/08/2019,52.252499
30/08/2019,52.185001
03/09/2019,51.424999
04/09/2019,52.297501
05/09/2019,53.32
06/09/2019,53.314999
09/09/2019,53.5425
10/09/2019,54.174999
11/09/2019,55.897499
12/09/2019,55.772499
13/09/2019,54.6875
16/09/2019,54.974998
17/09/2019,55.174999
18/09/2019,55.692501
19/09/2019,55.240002
20/09/2019,54.432499
23/09/2019,54.68
24/09/2019,54.419998
25/09/2019,55.2575
26/09/2019,54.9725
27/09/2019,54.705002
30/09/2019,55.9925
01/10/2019,56.147499
02/10/2019,54.740002
03/10/2019,55.205002
04/10/2019,56.752499
07/10/2019,56.764999
08/10/2019,56.099998
09/10/2019,56.7575
10/10/2019,57.522499
11/10/2019,59.052502
14/10/2019,58.967499
15/10/2019,58.830002
16/10/2019,58.592499
17/10/2019,58.82
18/10/2019,59.102501
21/10/2019,60.127499
22/10/2019,59.990002
23/10/2019,60.794998
24/10/2019,60.895
25/10/2019,61.645
28/10/2019,62.262501
29/10/2019,60.822498
30/10/2019,60.814999
31/10/2019,62.189999
01/11/2019,63.955002
04/11/2019,64.375
05/11/2019,64.282501
06/11/2019,64.309998
07/11/2019,64.857498
08/11/2019,65.035004
11/11/2019,65.550003
12/11/2019,65.489998
13/11/2019,66.1175
14/11/2019,65.660004
15/11/2019,66.440002
18/11/2019,66.775002
19/11/2019,66.572502
20/11/2019,65.797501
21/11/2019,65.502502
22/11/2019,65.445
25/11/2019,66.592499
26/11/2019,66.072502
27/11/2019,66.959999
29/11/2019,66.8125
02/12/2019,66.040001
03/12/2019,64.862503
04/12/2019,65.434998
05/12/2019,66.394997
06/12/2019,67.677498
09/12/2019,66.730003
10/12/2019,67.120003
11/12/2019,67.692497
12/12/2019,67.864998
13/12/2019,68.787498
16/12/2019,69.964996
17/12/2019,70.102501
18/12/2019,69.934998
19/12/2019,70.004997
20/12/2019,69.860001
23/12/2019,71
24/12/2019,71.067497
26/12/2019,72.477501
27/12/2019,72.449997
30/12/2019,72.879997
31/12/2019,73.412498
02/01/2020,75.087502
03/01/2020,74.357498
06/01/2020,74.949997
07/01/2020,74.597504
08/01/2020,75.797501
09/01/2020,77.407501
10/01/2020,77.582497
13/01/2020,79.239998
14/01/2020,78.169998
15/01/2020,77.834999
16/01/2020,78.809998
17/01/2020,79.682503
21/01/2020,79.142502
22/01/2020,79.425003
23/01/2020,79.807503
24/01/2020,79.577499
27/01/2020,77.237503
28/01/2020,79.422501
29/01/2020,81.084999
30/01/2020,80.967499
31/01/2020,77.377502
03/02/2020,77.165001
04/02/2020,79.712502
05/02/2020,80.362503
06/02/2020,81.302498
07/02/2020,80.0075
10/02/2020,80.387497
11/02/2020,79.902496
12/02/2020,81.800003
13/02/2020,81.217499
14/02/2020,81.237503
18/02/2020,79.75
19/02/2020,80.904999
20/02/2020,80.074997
21/02/2020,78.262497
24/02/2020,74.544998
25/02/2020,72.019997
26/02/2020,73.162498
27/02/2020,68.379997
28/02/2020,68.339996
02/03/2020,74.702499
03/03/2020,72.330002
04/03/2020,75.684998
05/03/2020,73.230003
06/03/2020,72.2575
09/03/2020,66.542503
10/03/2020,71.334999
11/03/2020,68.857498
12/03/2020,62.057499
13/03/2020,69.4925
16/03/2020,60.552502
17/03/2020,63.215
18/03/2020,61.6675
19/03/2020,61.195
20/03/2020,57.310001
23/03/2020,56.092499
24/03/2020,61.720001
25/03/2020,61.380001
26/03/2020,64.610001
27/03/2020,61.935001
30/03/2020,63.702499
31/03/2020,63.572498
01/04/2020,60.227501
02/04/2020,61.232498
03/04/2020,60.352501
06/04/2020,65.6175
07/04/2020,64.857498
08/04/2020,66.517502
09/04/2020,66.997498
13/04/2020,68.3125
14/04/2020,71.762497
15/04/2020,71.107498
16/04/2020,71.672501
17/04/2020,70.699997
20/04/2020,69.232498
21/04/2020,67.092499
22/04/2020,69.025002
23/04/2020,68.7575
24/04/2020,70.7425
27/04/2020,70.792503
28/04/2020,69.644997
29/04/2020,71.932503
30/04/2020,73.449997
01/05/2020,72.267502
04/05/2020,73.290001
05/05/2020,74.389999
06/05/2020,75.157501
07/05/2020,75.934998
08/05/2020,77.532501
11/05/2020,78.752502
12/05/2020,77.852501
13/05/2020,76.912498
14/05/2020,77.385002
15/05/2020,76.927498
18/05/2020,78.739998
19/05/2020,78.285004
20/05/2020,79.807503
21/05/2020,79.212502
22/05/2020,79.722504
26/05/2020,79.182503
27/05/2020,79.527496
28/05/2020,79.5625
29/05/2020,79.485001
01/06/2020,80.462502
02/06/2020,80.834999
03/06/2020,81.279999
04/06/2020,80.580002
05/06/2020,82.875
08/06/2020,83.364998
09/06/2020,85.997498
10/06/2020,88.209999
11/06/2020,83.974998
12/06/2020,84.699997
15/06/2020,85.747498
16/06/2020,88.019997
17/06/2020,87.897499
18/06/2020,87.932503
19/06/2020,87.43
22/06/2020,89.717499
23/06/2020,91.6325
24/06/2020,90.014999
25/06/2020,91.209999
26/06/2020,88.407501
29/06/2020,90.445
30/06/2020,91.199997
01/07/2020,91.027496
02/07/2020,91.027496
06/07/2020,93.462502
07/07/2020,93.172501
08/07/2020,95.342499
09/07/2020,95.752502
10/07/2020,95.919998
13/07/2020,95.477501
14/07/2020,97.057503
15/07/2020,97.724998
16/07/2020,96.522499
17/07/2020,96.327499
20/07/2020,98.357498
21/07/2020,97
22/07/2020,97.272499
23/07/2020,92.845001
24/07/2020,92.614998
27/07/2020,94.809998
28/07/2020,93.252502
29/07/2020,95.040001
30/07/2020,96.190002
31/07/2020,106.260002
03/08/2020,108.9375
04/08/2020,109.665001
05/08/2020,110.0625
06/08/2020,113.902496
07/08/2020,111.112503
10/08/2020,112.727501
11/08/2020,109.375
12/08/2020,113.010002
13/08/2020,115.010002
14/08/2020,114.907501
17/08/2020,114.607498
18/08/2020,115.5625
19/08/2020,115.707497
20/08/2020,118.275002
21/08/2020,124.370003
24/08/2020,125.857498
25/08/2020,124.824997
26/08/2020,126.522499
27/08/2020,125.010002
28/08/2020,124.807503
31/08/2020,129.039993
01/09/2020,134.179993
02/09/2020,131.399994
03/09/2020,120.879997
04/09/2020,120.959999
08/09/2020,112.82
09/09/2020,117.32
10/09/2020,113.489998
11/09/2020,112
14/09/2020,115.360001
15/09/2020,115.540001
16/09/2020,112.129997
17/09/2020,110.339996
18/09/2020,106.839996
21/09/2020,110.080002
22/09/2020,111.809998
23/09/2020,107.120003
24/09/2020,108.220001
25/09/2020,112.279999
28/09/2020,114.959999
29/09/2020,114.089996
30/09/2020,115.809998
01/10/2020,116.790001
02/10/2020,113.019997
05/10/2020,116.5
06/10/2020,113.160004
07/10/2020,115.080002
08/10/2020,114.970001
09/10/2020,116.970001
12/10/2020,124.400002
13/10/2020,121.099998
14/10/2020,121.190002
15/10/2020,120.709999
16/10/2020,119.019997
19/10/2020,115.980003
20/10/2020,117.510002
21/10/2020,116.870003
22/10/2020,115.75
23/10/2020,115.040001
26/10/2020,115.050003
27/10/2020,116.599998
28/10/2020,111.199997
29/10/2020,115.32
30/10/2020,108.860001
02/11/2020,108.769997
03/11/2020,110.440002
04/11/2020,114.949997
05/11/2020,119.029999
06/11/2020,118.690002
09/11/2020,116.32
10/11/2020,115.970001
11/11/2020,119.489998
12/11/2020,119.209999
13/11/2020,119.260002
16/11/2020,120.300003
17/11/2020,119.389999
18/11/2020,118.029999
19/11/2020,118.639999
20/11/2020,117.339996
23/11/2020,113.849998
24/11/2020,115.169998
25/11/2020,116.029999
27/11/2020,116.589996
30/11/2020,119.050003
01/12/2020,122.720001
02/12/2020,123.080002
03/12/2020,122.940002
04/12/2020,122.25
07/12/2020,123.75
08/12/2020,124.379997
09/12/2020,121.779999
10/12/2020,123.239998
11/12/2020,122.410004
14/12/2020,121.779999
15/12/2020,127.879997
16/12/2020,127.809998
17/12/2020,128.699997
18/12/2020,126.660004
21/12/2020,128.229996
22/12/2020,131.880005
23/12/2020,130.960007
24/12/2020,131.970001
28/12/2020,136.690002
29/12/2020,134.869995
30/12/2020,133.720001
31/12/2020,132.690002
04/01/2021,129.410004
05/01/2021,131.009995
06/01/2021,126.599998
07/01/2021,130.919998
08/01/2021,132.050003
11/01/2021,128.979996
12/01/2021,128.800003
13/01/2021,130.889999
14/01/2021,128.910004
15/01/2021,127.139999
19/01/2021,127.830002
20/01/2021,132.029999
21/01/2021,136.869995
22/01/2021,139.070007
25/01/2021,142.919998
26/01/2021,143.160004
27/01/2021,142.059998
28/01/2021,137.089996
29/01/2021,131.960007
01/02/2021,134.139999
02/02/2021,134.990005
03/02/2021,133.940002
04/02/2021,137.389999
05/02/2021,136.759995
08/02/2021,136.910004
09/02/2021,136.009995
10/02/2021,135.389999
11/02/2021,135.130005
12/02/2021,135.369995
16/02/2021,133.190002
17/02/2021,130.839996
18/02/2021,129.710007
19/02/2021,129.869995
22/02/2021,126
23/02/2021,125.860001
24/02/2021,125.349998
25/02/2021,120.989998
26/02/2021,121.260002
01/03/2021,127.790001
02/03/2021,125.120003
03/03/2021,122.059998
04/03/2021,120.129997
05/03/2021,121.419998
08/03/2021,116.360001
09/03/2021,121.089996
10/03/2021,119.980003
11/03/2021,121.959999
12/03/2021,121.029999
15/03/2021,123.989998
16/03/2021,125.57
17/03/2021,124.760002
18/03/2021,120.529999
19/03/2021,119.989998
22/03/2021,123.389999
23/03/2021,122.540001
24/03/2021,120.089996
25/03/2021,120.589996
26/03/2021,121.209999
29/03/2021,121.389999
30/03/2021,119.900002
31/03/2021,122.150002
01/04/2021,123
05/04/2021,125.900002
06/04/2021,126.209999
07/04/2021,127.900002
08/04/2021,130.360001
09/04/2021,133
12/04/2021,131.240005
13/04/2021,134.429993
14/04/2021,132.029999
15/04/2021,134.5
16/04/2021,134.160004
19/04/2021,134.839996
20/04/2021,133.110001
21/04/2021,133.5
22/04/2021,131.940002
23/04/2021,134.320007
26/04/2021,134.720001
27/04/2021,134.389999
28/04/2021,133.580002
29/04/2021,133.479996
30/04/2021,131.460007
03/05/2021,132.539993
04/05/2021,127.849998
05/05/2021,128.100006
06/05/2021,129.740005
07/05/2021,130.210007
10/05/2021,126.849998
11/05/2021,125.910004
12/05/2021,122.769997
13/05/2021,124.970001
14/05/2021,127.449997
17/05/2021,126.269997
18/05/2021,124.849998
19/05/2021,124.690002
20/05/2021,127.309998
21/05/2021,125.43
24/05/2021,127.099998
25/05/2021,126.900002
26/05/2021,126.849998
27/05/2021,125.279999
28/05/2021,124.610001
01/06/2021,124.279999
02/06/2021,125.059998
03/06/2021,123.540001
04/06/2021,125.889999
07/06/2021,125.900002
08/06/2021,126.739998
09/06/2021,127.129997
10/06/2021,126.110001
11/06/2021,127.349998
14/06/2021,130.479996
15/06/2021,129.639999
16/06/2021,130.149994
17/06/2021,131.789993
18/06/2021,130.460007
21/06/2021,132.300003
22/06/2021,133.979996
23/06/2021,133.699997
24/06/2021,133.410004
25/06/2021,133.110001
28/06/2021,134.779999
29/06/2021,136.330002
30/06/2021,136.960007
01/07/2021,137.270004
02/07/2021,139.960007
06/07/2021,142.020004
07/07/2021,144.570007
08/07/2021,143.240005
09/07/2021,145.110001
12/07/2021,144.5
13/07/2021,145.639999
14/07/2021,149.149994
15/07/2021,148.479996
16/07/2021,146.389999
19/07/2021,142.449997
20/07/2021,146.149994
21/07/2021,145.399994
22/07/2021,146.800003
23/07/2021,148.559998
26/07/2021,148.990005
27/07/2021,146.770004
28/07/2021,144.979996
29/07/2021,145.639999
30/07/2021,145.860001
02/08/2021,145.520004
03/08/2021,147.360001
04/08/2021,146.949997
05/08/2021,147.059998
06/08/2021,146.139999
09/08/2021,146.089996
10/08/2021,145.600006
11/08/2021,145.860001
12/08/2021,148.889999
13/08/2021,149.100006
16/08/2021,151.119995
17/08/2021,150.190002
18/08/2021,146.360001
19/08/2021,146.699997
20/08/2021,148.190002
23/08/2021,149.710007
24/08/2021,149.619995
25/08/2021,148.360001
26/08/2021,147.539993
27/08/2021,148.600006
30/08/2021,153.119995
31/08/2021,151.830002
01/09/2021,152.509995
02/09/2021,153.649994
03/09/2021,154.300003
07/09/2021,156.690002
08/09/2021,155.110001
09/09/2021,154.070007
10/09/2021,148.970001
13/09/2021,149.550003
14/09/2021,148.119995
15/09/2021,149.029999
16/09/2021,148.789993
17/09/2021,146.059998
20/09/2021,142.940002
21/09/2021,143.429993
22/09/2021,145.850006
23/09/2021,146.830002
24/09/2021,146.919998
27/09/2021,145.369995
28/09/2021,141.910004
29/09/2021,142.830002
30/09/2021,141.5
01/10/2021,142.649994
04/10/2021,139.139999
05/10/2021,141.110001
06/10/2021,142
07/10/2021,143.289993
08/10/2021,142.899994
11/10/2021,142.809998
12/10/2021,141.509995
13/10/2021,140.910004
14/10/2021,143.759995
15/10/2021,144.839996
18/10/2021,146.550003
19/10/2021,148.759995
20/10/2021,149.259995
21/10/2021,149.479996
22/10/2021,148.690002
25/10/2021,148.639999
26/10/2021,149.320007
27/10/2021,148.850006
28/10/2021,152.570007
29/10/2021,149.800003
01/11/2021,148.960007
02/11/2021,150.020004
03/11/2021,151.490005
04/11/2021,150.960007
05/11/2021,151.279999
08/11/2021,150.440002
09/11/2021,150.809998
10/11/2021,147.919998
11/11/2021,147.869995
12/11/2021,149.990005
15/11/2021,150
16/11/2021,151
17/11/2021,153.490005
18/11/2021,157.869995
19/11/2021,160.550003
22/11/2021,161.020004
23/11/2021,161.410004
24/11/2021,161.940002
26/11/2021,156.809998
29/11/2021,160.240005
30/11/2021,165.300003
01/12/2021,164.770004
02/12/2021,163.759995
03/12/2021,161.839996
06/12/2021,165.320007
07/12/2021,171.179993
08/12/2021,175.080002
09/12/2021,174.559998
10/12/2021,179.449997
13/12/2021,175.740005
14/12/2021,174.330002
15/12/2021,179.300003
16/12/2021,172.259995
17/12/2021,171.139999
20/12/2021,169.75
21/12/2021,172.990005
22/12/2021,175.639999
23/12/2021,176.279999
27/12/2021,180.330002
28/12/2021,179.289993
29/12/2021,179.380005
30/12/2021,178.199997
31/12/2021,177.570007
03/01/2022,182.009995
04/01/2022,179.699997
05/01/2022,174.919998
06/01/2022,172
07/01/2022,172.169998
10/01/2022,172.190002
11/01/2022,175.080002
12/01/2022,175.529999
13/01/2022,172.190002
14/01/2022,173.070007
18/01/2022,169.800003
19/01/2022,166.229996
20/01/2022,164.509995
21/01/2022,162.410004
24/01/2022,161.619995
25/01/2022,159.779999
26/01/2022,159.690002
27/01/2022,159.220001
28/01/2022,170.330002
31/01/2022,174.779999
01/02/2022,174.610001
02/02/2022,175.839996
03/02/2022,172.899994
04/02/2022,172.389999
07/02/2022,171.660004
08/02/2022,174.830002
09/02/2022,176.279999
10/02/2022,172.119995
11/02/2022,168.639999
14/02/2022,168.880005
15/02/2022,172.789993
16/02/2022,172.550003
17/02/2022,168.880005
18/02/2022,167.300003
22/02/2022,164.320007
23/02/2022,160.070007
24/02/2022,162.740005
25/02/2022,164.850006
28/02/2022,165.119995
01/03/2022,163.199997
02/03/2022,166.559998
03/03/2022,166.229996
04/03/2022,163.169998
07/03/2022,159.300003
08/03/2022,157.440002
09/03/2022,162.949997
10/03/2022,158.520004
11/03/2022,154.729996
14/03/2022,150.619995
15/03/2022,155.089996
16/03/2022,159.589996
17/03/2022,160.619995
18/03/2022,163.979996
21/03/2022,165.380005
22/03/2022,168.820007
23/03/2022,170.210007
24/03/2022,174.070007
25/03/2022,174.720001
28/03/2022,175.600006
29/03/2022,178.960007
30/03/2022,177.770004
31/03/2022,174.610001
01/04/2022,174.309998
04/04/2022,178.440002
05/04/2022,175.059998
06/04/2022,171.830002
07/04/2022,172.139999
08/04/2022,170.089996
11/04/2022,165.75
12/04/2022,167.660004
13/04/2022,170.399994
14/04/2022,165.289993
18/04/2022,165.070007
19/04/2022,167.399994
20/04/2022,167.229996
21/04/2022,166.419998
22/04/2022,161.789993
25/04/2022,162.880005
26/04/2022,156.800003
27/04/2022,156.570007
28/04/2022,163.639999
29/04/2022,157.649994
02/05/2022,157.960007
03/05/2022,159.479996
04/05/2022,166.020004
05/05/2022,156.770004
06/05/2022,157.279999
09/05/2022,152.059998
10/05/2022,154.509995
11/05/2022,146.5
12/05/2022,142.559998
13/05/2022,147.110001
16/05/2022,145.539993
17/05/2022,149.240005
18/05/2022,140.820007
19/05/2022,137.350006
20/05/2022,137.589996
23/05/2022,143.110001
24/05/2022,140.360001
25/05/2022,140.520004
26/05/2022,143.779999
27/05/2022,149.639999
31/05/2022,148.839996
01/06/2022,148.710007
02/06/2022,151.210007
03/06/2022,145.380005
06/06/2022,146.139999
07/06/2022,148.710007
08/06/2022,147.960007
09/06/2022,142.639999
10/06/2022,137.130005
13/06/2022,131.880005
14/06/2022,132.759995
15/06/2022,135.429993
16/06/2022,130.059998
17/06/2022,131.559998
21/06/2022,135.869995
22/06/2022,135.350006
23/06/2022,138.270004
24/06/2022,141.660004
27/06/2022,141.660004
28/06/2022,137.440002
29/06/2022,139.229996
30/06/2022,136.720001
01/07/2022,138.929993
05/07/2022,141.559998
06/07/2022,142.919998
07/07/2022,146.350006
08/07/2022,147.039993
11/07/2022,144.869995
12/07/2022,145.860001
13/07/2022,145.490005
14/07/2022,148.470001
15/07/2022,150.169998
18/07/2022,147.070007
19/07/2022,151
20/07/2022,153.039993
21/07/2022,155.350006
22/07/2022,154.089996
25/07/2022,152.949997
26/07/2022,151.600006
27/07/2022,156.789993
28/07/2022,157.350006
29/07/2022,162.509995
01/08/2022,161.509995
02/08/2022,160.009995
03/08/2022,166.130005
04/08/2022,165.809998
05/08/2022,165.350006
08/08/2022,164.869995
09/08/2022,164.919998
10/08/2022,169.240005
11/08/2022,168.490005
12/08/2022,172.100006
15/08/2022,173.190002
16/08/2022,173.029999
17/08/2022,174.550003
18/08/2022,174.149994
19/08/2022,171.520004
22/08/2022,167.570007
23/08/2022,167.229996
24/08/2022,167.529999
25/08/2022,170.029999
26/08/2022,163.619995
29/08/2022,161.380005
30/08/2022,158.910004
31/08/2022,157.220001
01/09/2022,157.960007
